0.05001,0.05002,0.05004,0.05005,0.05005,0.05006,0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999
0.05002,0.05004,0.05005,0.05005,0.05006,0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001
0.05004,0.05005,0.05005,0.05006,0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999
0.05005,0.05005,0.05006,0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05
0.05005,0.05006,0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002
0.05006,0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999
0.05002,0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999,0.04999
0.05002,0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999,0.04999,0.04999
0.05003,0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999,0.04999,0.04999,0.05003
0.05003,0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999,0.04999,0.04999,0.05003,0.05001
0.05003,0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999,0.04999,0.04999,0.05003,0.05001,0.05004
0.05001,0.05004,0.05003,0.05005,0.05009,0.05007,0.05006,0.05005,0.05004,0.05002,0.05003,0.05002,0.05001,0.05005,0.05004,0.05003,0.05003,0.05003,0.05003,0.05007,0.05007,0.05003,0.05004,0.05005,0.05003,0.05001,0.05002,0.05003,0.05001,0.05,0.04999,0.05002,0.05001,0.04999,0.04999,0.05001,0.04999,0.05,0.05002,0.04999,0.04999,0.04999,0.05003,0.05001,0.05004,0.05002
